30,0.174286,0.174608,0.174286,0.174608,0.17493,0.17493,0.174608,0.175575,0.175575,0.174608,0.176541,0.176864,0.17493,0.174608,0.17493,0.173641,0.17493,0.174608,0.17493,0.173641,0.175897,2.011235,2.723331,2.933737,3.003014,3.026857,3.034268,3.027824,3.026535,3.027824,3.028469,3.016869,3.01848,3.018802,3.019769,3.017191,3.011713,3.011069,3.01268,3.01268,3.005269,3.003658,3.004947,3.005591,3.001725,2.997858,2.997858,2.999147,3.000436,2.991414,2.990447,1.768607,0.791006,0.41337,0.275784,0.221651,0.199096,0.187819,0.18363,0.181375,0.179763,0.17783,0.177508,0.176541,0.176219,0.176864,0.177508,0.175575,0.176541,0.177186,100
31,0.175252,0.17493,0.17493,0.175252,0.175252,0.17493,0.175252,0.174608,0.175575,0.175575,0.175897,0.174608,0.173319,0.173964,0.173641,0.174286,0.173964,0.175252,0.174608,0.174608,0.177186,2.093078,2.753941,2.939215,3.001725,3.023313,3.031368,3.03298,3.032335,3.022024,3.02138,3.022024,3.022024,3.022024,3.020735,3.013324,3.011713,3.013324,3.014291,3.004302,3.005269,3.006236,3.007847,3.007847,2.996247,2.99818,2.998503,2.999469,3.000114,2.993992,2.992058,1.5814,0.711419,0.384692,0.264828,0.216818,0.196196,0.186852,0.182341,0.179441,0.178797,0.17783,0.17783,0.176864,0.176864,0.177186,0.176541,0.177186,0.177186,0.175252,100
32,0.174608,0.174608,0.175575,0.176541,0.175897,0.173964,0.174286,0.173319,0.174608,0.175252,0.175897,0.174286,0.173964,0.174286,0.175575,0.174286,0.17493,0.174608,0.174286,0.175575,0.175252,1.953236,2.710442,2.932126,3.00398,3.028791,3.02718,3.028146,3.031691,3.030724,3.031046,3.021702,3.020091,3.020735,3.02138,3.021058,3.010102,3.012036,3.010425,3.012358,3.01268,3.012358,3.004625,3.001402,3.003336,3.005269,3.005269,2.996569,2.994958,2.99818,2.998825,1.615877,0.726241,0.389526,0.267084,0.22004,0.197808,0.187819,0.182986,0.18073,0.179441,0.17783,0.178475,0.177186,0.176541,0.17783,0.17783,0.177186,0.176864,0.176541,100
33,0.175575,0.175575,0.175252,0.175897,0.175252,0.176541,0.176219,0.17493,0.176541,0.173964,0.178797,0.172353,0.175897,0.173964,0.175575,0.17493,0.176219,0.174608,0.175575,0.175252,0.176219,1.993191,2.72752,2.940504,2.999469,3.023313,3.03008,3.033302,3.033946,3.033624,3.02428,3.023313,3.02428,3.024602,3.01558,3.015902,3.01558,3.016224,3.016869,3.015902,3.005269,3.007525,3.007202,3.007847,3.009458,3.005591,2.99818,2.99818,2.997536,2.99818,2.998503,1.588811,0.716252,0.386948,0.266117,0.218107,0.197808,0.188141,0.183308,0.18073,0.179441,0.179119,0.178152,0.179119,0.178475,0.178797,0.176864,0.176219,0.175575,0.176864,100
34,0.175575,0.175575,0.176219,0.176541,0.175575,0.175575,0.17493,0.174608,0.17493,0.175252,0.17493,0.173641,0.176864,0.173964,0.177186,0.175897,0.176219,0.175575,0.175252,0.175252,0.175252,1.925204,2.708187,2.934704,3.00688,3.022024,3.03008,3.031046,3.031368,3.031368,3.031691,3.026535,3.020413,3.019447,3.01848,3.020091,3.019769,3.019769,3.010102,3.008813,3.010747,3.00978,3.011391,3.00108,3.00108,3.003336,3.004302,3.004302,2.997536,2.99528,2.994314,1.750563,0.784239,0.410792,0.275139,0.221974,0.198452,0.188463,0.183308,0.18073,0.179119,0.179441,0.179763,0.178152,0.17783,0.176541,0.176541,0.176541,0.176864,0.177508,100
35,0.175252,0.17493,0.175252,0.17493,0.175252,0.175575,0.17493,0.175252,0.175252,0.17493,0.175252,0.175575,0.175575,0.176864,0.17493,0.174286,0.175252,0.175252,0.175897,0.175252,0.175252,2.066334,2.744275,2.942759,3.008491,3.030402,3.036846,3.027824,3.029435,3.027824,3.029113,3.029113,3.028469,3.01848,3.017835,3.017191,3.018802,3.018802,3.008813,3.010102,3.009136,3.011069,3.012036,3.011391,3.001402,3.00108,3.001725,3.002691,3.003658,2.993025,2.995603,1.560134,0.704652,0.382437,0.264828,0.217785,0.197485,0.187497,0.183952,0.181052,0.180086,0.179763,0.178152,0.178797,0.177508,0.179119,0.179441,0.17783,0.177508,0.175897,100
36,0.176541,0.176541,0.177186,0.177508,0.177508,0.175575,0.17493,0.175252,0.175252,0.175575,0.175897,0.175575,0.176219,0.176864,0.174608,0.175897,0.177186,0.175575,0.175575,0.176541,0.175575,1.906837,2.70432,2.934382,3.004625,3.023313,3.029757,3.032013,3.033624,3.032657,3.032013,3.022346,3.02138,3.018802,3.020091,3.020091,3.019769,3.019447,3.010425,3.008813,3.010425,3.011713,3.012036,2.999469,3.002691,3.000114,3.001725,3.002047,3.000758,3.000114,3.000114,1.989002,0.89057,0.448813,0.290283,0.227451,0.201674,0.189752,0.184274,0.181052,0.179441,0.179441,0.178475,0.17783,0.17783,0.176864,0.177508,0.177186,0.176864,0.176864,100
37,0.17493,0.175575,0.175575,0.175252,0.175575,0.175897,0.175575,0.175575,0.176219,0.175897,0.175575,0.175897,0.176864,0.175575,0.175897,0.175575,0.17493,0.175252,0.174286,0.175575,1.622643,2.6228,2.902482,2.991736,3.022024,3.032013,3.033946,3.033946,3.033302,3.022024,3.022024,3.020091,3.019124,3.019769,3.019124,3.019447,3.018802,3.008491,3.008813,3.006558,3.008169,3.007202,3.007847,3.007202,3.006236,2.994958,2.995925,2.99528,2.994314,2.994636,1.989324,0.89057,0.449135,0.289639,0.227774,0.201674,0.189108,0.18363,0.180408,0.178475,0.178797,0.177186,0.17783,0.176219,0.177186,0.176541,0.176864,0.176219,0.175897,0.176219,100
38,0.174608,0.174608,0.175252,0.175897,0.176541,0.177186,0.175897,0.175575,0.175252,0.175252,0.174286,0.175252,0.17493,0.174286,0.17493,0.173964,0.172675,0.173964,0.173964,0.174608,0.174608,1.896849,2.697876,2.928904,3.003336,3.02718,3.031368,3.028469,3.026857,3.026535,3.02718,3.026857,3.027502,3.016869,3.01558,3.014936,3.016224,3.01558,3.015902,3.009136,3.00688,3.005269,3.006236,3.006558,3.006558,3.005913,2.999791,2.996247,2.99528,2.993347,2.994636,1.870427,0.836116,0.428836,0.281906,0.224551,0.199096,0.188463,0.183952,0.181052,0.179441,0.178152,0.177508,0.177508,0.176864,0.178152,0.176219,0.177186,0.176864,0.176541,100
39,0.174608,0.174286,0.173641,0.174608,0.174608,0.173964,0.173964,0.174286,0.174286,0.174608,0.174608,0.175252,0.176219,0.175575,0.175252,0.174286,0.173964,0.174608,0.175897,0.174286,1.698042,2.645677,2.908604,2.993025,3.022346,3.032013,3.035557,3.02718,3.025246,3.025891,3.026857,3.025569,3.017835,3.01558,3.016869,3.016224,3.016547,3.016547,3.004947,3.00688,3.006236,3.00688,3.007202,3.00688,2.999147,2.996569,2.99818,2.997858,2.99818,2.998825,2.145921,0.966935,0.47749,0.298661,0.231318,0.201674,0.18943,0.182341,0.180408,0.179441,0.178797,0.176541,0.176864,0.176864,0.177186,0.176541,0.17783,0.175897,0.176219,0.176541,100
