Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,label(ppm)
30,0.168486,0.168808,0.170097,0.168486,0.170419,0.170097,0.168164,0.171386,0.169775,0.171386,0.170741,0.169453,0.169775,0.171064,0.170097,0.169775,0.169453,0.169775,0.16913,0.168808,0.170419,1.68322,2.462659,2.689498,2.763608,2.789063,2.799051,2.802596,2.794218,2.79454,2.795829,2.796474,2.787774,2.788418,2.789385,2.789707,2.790674,2.784229,2.782296,2.785196,2.78584,2.775207,2.776818,2.778752,2.779074,2.780363,2.771985,2.771985,2.774241,2.775207,2.766185,1.747341,0.782628,0.407247,0.271917,0.218751,0.194908,0.184274,0.180086,0.177186,0.175575,0.174608,0.17493,0.173964,0.174286,0.172997,0.174286,0.169453,0.17493,0.171386,100
31,0.170097,0.169775,0.170097,0.169775,0.170097,0.169775,0.169775,0.168486,0.170097,0.168486,0.169775,0.16913,0.170741,0.169775,0.170097,0.170419,0.170419,0.170741,0.170097,0.169453,0.16913,1.770218,2.48618,2.702065,2.765863,2.789385,2.795829,2.798407,2.800018,2.800662,2.793251,2.793251,2.790351,2.791318,2.792285,2.793251,2.783263,2.783585,2.784229,2.786485,2.776818,2.779074,2.778752,2.780041,2.781652,2.780363,2.774241,2.771663,2.774563,2.774241,2.775207,1.567222,0.705297,0.380826,0.261928,0.214563,0.193296,0.18363,0.179441,0.176864,0.175897,0.174286,0.174608,0.172997,0.173319,0.172353,0.173319,0.172997,0.172353,0.172675,100
32,0.170097,0.170097,0.169775,0.169775,0.169775,0.170741,0.170741,0.169775,0.171064,0.170741,0.172997,0.170419,0.169775,0.169453,0.170097,0.170097,0.169453,0.169775,0.170419,0.169775,0.170419,1.628765,2.443003,2.684343,2.76393,2.793251,2.802596,2.797118,2.797118,2.798729,2.799051,2.80034,2.789063,2.790996,2.791318,2.791963,2.791318,2.791318,2.783907,2.781652,2.783263,2.785518,2.78584,2.774563,2.777141,2.777141,2.77843,2.780041,2.76973,2.771019,2.773274,1.597511,0.719474,0.38437,0.262895,0.215852,0.193941,0.184274,0.179763,0.178152,0.176864,0.175252,0.173964,0.173641,0.174608,0.173964,0.172997,0.173641,0.172675,0.172675,100
33,0.171386,0.169775,0.170097,0.169453,0.171708,0.171386,0.170097,0.170741,0.170419,0.169775,0.173964,0.167841,0.171386,0.170741,0.171064,0.170741,0.171064,0.171386,0.171386,0.170741,0.170419,1.663887,2.455892,2.69272,2.770052,2.797118,2.797762,2.797762,2.800662,2.801307,2.801307,2.792285,2.792285,2.793251,2.79454,2.795507,2.787129,2.78584,2.787129,2.787452,2.787452,2.778752,2.778752,2.780685,2.780685,2.781652,2.781329,2.777463,2.772952,2.771985,2.772952,1.573022,0.708519,0.38147,0.262251,0.21424,0.193619,0.184919,0.179763,0.17783,0.176864,0.17493,0.175252,0.174286,0.174286,0.173964,0.174286,0.173641,0.175252,0.173641,100
34,0.171386,0.171386,0.171386,0.171386,0.171064,0.170741,0.170741,0.169775,0.170419,0.169775,0.170419,0.170419,0.170097,0.169775,0.169453,0.170097,0.171386,0.170419,0.171064,0.171386,0.17203,1.595255,2.434948,2.685954,2.767152,2.795185,2.804529,2.798407,2.799696,2.798407,2.799374,2.80034,2.799696,2.797762,2.790029,2.789707,2.789063,2.790996,2.791963,2.783907,2.783907,2.782296,2.784229,2.785518,2.783907,2.778107,2.776818,2.778107,2.779396,2.780041,2.771019,1.731552,0.775862,0.405959,0.271917,0.218751,0.196519,0.186208,0.181375,0.177186,0.176219,0.175897,0.174608,0.175252,0.174608,0.174608,0.173641,0.173641,0.173964,0.173641,100
35,0.17203,0.170741,0.170097,0.169775,0.170741,0.171386,0.170419,0.171064,0.170741,0.170741,0.170419,0.171386,0.171064,0.171064,0.170741,0.170419,0.171708,0.170741,0.171064,0.170419,0.171064,1.749918,2.484569,2.697231,2.769407,2.794218,2.803562,2.80614,2.804529,2.799374,2.796151,2.798407,2.798407,2.798729,2.78874,2.790996,2.788418,2.790996,2.791963,2.79164,2.782941,2.781652,2.783907,2.783585,2.784874,2.774563,2.776496,2.77553,2.777785,2.77843,2.770052,1.544023,0.696275,0.377281,0.259995,0.213596,0.193619,0.185241,0.180408,0.177508,0.176219,0.175252,0.17493,0.174608,0.173641,0.174608,0.173641,0.173964,0.173319,0.173641,100
36,0.171064,0.170741,0.171386,0.170419,0.171064,0.170419,0.171386,0.171708,0.171064,0.171386,0.17203,0.171064,0.171708,0.172997,0.168808,0.171708,0.171064,0.170741,0.170419,0.170097,0.170741,1.575278,2.430115,2.685632,2.768119,2.79744,2.795507,2.801307,2.799374,2.800985,2.801307,2.801307,2.799696,2.789385,2.790351,2.790351,2.790996,2.791318,2.791963,2.781007,2.783585,2.782618,2.783585,2.783907,2.786807,2.774563,2.776496,2.774563,2.776496,2.775852,2.775207,1.967414,0.883482,0.444302,0.285772,0.224229,0.199419,0.186208,0.18073,0.178797,0.177186,0.176219,0.175575,0.17493,0.173641,0.174286,0.173964,0.173319,0.173964,0.172675,100
37,0.170097,0.171386,0.170097,0.170741,0.170741,0.171064,0.170419,0.170419,0.171064,0.170419,0.170741,0.170741,0.170419,0.170419,0.17203,0.168486,0.171708,0.169775,0.171386,0.171064,1.289473,2.351172,2.657921,2.753619,2.787774,2.797118,2.800985,2.801951,2.802273,2.802918,2.801307,2.790996,2.793251,2.790674,2.790351,2.791318,2.790996,2.790674,2.790996,2.781007,2.781974,2.781007,2.781652,2.781652,2.781007,2.781974,2.780041,2.780363,2.770696,2.771019,1.967736,0.882515,0.44398,0.286094,0.225518,0.199096,0.187497,0.182019,0.178152,0.176864,0.175575,0.176541,0.17493,0.173964,0.174608,0.173964,0.174608,0.173964,0.172997,0.173319,100
38,0.170741,0.170419,0.171064,0.171064,0.170741,0.171708,0.171064,0.170741,0.170741,0.171386,0.171386,0.170741,0.170741,0.171064,0.170741,0.171064,0.171064,0.171064,0.169453,0.170419,0.170419,1.571733,2.427537,2.680798,2.76393,2.792607,2.802273,2.806462,2.79744,2.797762,2.796474,2.79744,2.797762,2.798085,2.789385,2.790029,2.787774,2.788418,2.789063,2.789063,2.789385,2.778752,2.780363,2.780363,2.781329,2.780363,2.780685,2.781007,2.775207,2.771019,2.77263,1.850772,0.829027,0.423358,0.278039,0.221329,0.196841,0.186208,0.180408,0.177508,0.175897,0.175252,0.174608,0.173964,0.173964,0.173641,0.174286,0.172997,0.172997,0.173319,100
39,0.170419,0.170097,0.171064,0.17203,0.170419,0.170741,0.170741,0.170419,0.16913,0.170741,0.170419,0.171386,0.170741,0.169453,0.170419,0.171064,0.170741,0.169775,0.171708,0.169453,1.361649,2.370827,2.66791,2.752975,2.788418,2.799051,2.802273,2.804851,2.794862,2.796796,2.796796,2.79744,2.798085,2.789063,2.790674,2.788096,2.789063,2.790351,2.789707,2.787774,2.781329,2.779718,2.781007,2.781329,2.782296,2.771663,2.775207,2.771985,2.773596,2.774563,2.128844,0.960169,0.472013,0.295117,0.229062,0.200385,0.188463,0.18073,0.178152,0.176219,0.175897,0.174608,0.174286,0.174608,0.175252,0.174286,0.173319,0.17203,0.172675,0.172675,100
