,time(s) , sensor1(vol) , sensor2(vol) , sensor3(vol) ,  sensor4(vol) , pulse , DC1(vol) , DC2(vol) ,humidity
27,9.76,1.840783,1.610077,1.705453,1.986102,2.979814,1.415137,0.093088,0.301239
28,9.77,1.836272,1.612655,1.702875,1.981913,2.97917,1.416748,0.092443,0.30285
29,9.78,1.837883,1.608788,1.700942,1.984813,2.978203,1.414492,0.092765,0.302527
30,9.79,1.832728,1.609433,1.702553,1.979013,2.97917,1.41707,0.091154,0.303816
31,9.8,1.833694,1.604922,1.697075,1.980302,2.977559,1.413526,0.091476,0.30285
32,9.81,1.829828,1.605888,1.699975,1.974825,2.978203,1.416103,0.094376,0.302205
33,9.82,1.83015,1.606855,1.693853,1.977402,2.978203,1.41417,0.092121,0.303172
34,9.83,1.826283,1.602988,1.695464,1.973214,2.978847,1.415781,0.092121,0.303816
35,9.84,1.826928,1.604599,1.690631,1.973214,2.978203,1.413203,0.091799,0.303494
36,9.85,1.826606,1.599444,1.69192,1.975469,2.978203,1.414492,0.092121,0.302527
37,9.86,1.823383,1.602344,1.689342,1.969669,2.978203,1.417392,0.092121,0.304139
38,9.87,1.825317,1.597833,1.688375,1.97128,2.979492,1.415137,0.093088,0.300272
39,9.88,1.820484,1.599444,1.688375,1.966125,2.978525,1.417392,0.092443,0.303494
40,9.89,1.82145,1.595577,1.685475,1.970314,2.977559,1.41417,0.092443,0.301239
41,9.9,1.816617,1.596544,1.687086,1.964836,2.978525,1.416748,0.092121,0.303172
42,9.91,1.819195,1.593322,1.682253,1.966447,2.975625,1.414492,0.09341,0.303172
43,9.92,1.815006,1.593966,1.685153,1.961614,2.978525,1.416426,0.092765,0.303816
44,9.93,1.817584,1.591389,1.679675,1.962903,2.977559,1.413848,0.092121,0.303494
45,9.94,1.812428,1.592677,1.680642,1.959681,2.978203,1.416748,0.093732,0.302527
46,9.95,1.813717,1.5901,1.675809,1.961292,2.978525,1.413526,0.092121,0.303494
47,9.96,1.810173,1.590422,1.678709,1.957425,2.978847,1.415781,0.094699,0.302527
48,9.97,1.812428,1.591389,1.673876,1.960003,2.978525,1.412881,0.093732,0.303494
49,9.98,1.808562,1.588489,1.676776,1.952592,2.977881,1.414492,0.091799,0.303172
50,9.99,1.808884,1.510512,1.347472,1.428025,0.488768,1.412237,0.092121,0.303172
51,10.0,0.601221,0.409825,0.345382,0.469113,0.485868,1.414492,0.092443,0.302205
52,10.01,0.205863,0.139487,0.112743,0.182986,0.484579,1.416426,0.090832,0.30285
53,10.02,0.099532,0.069888,0.056677,0.09631,0.481679,1.412881,0.092121,0.30285
54,10.03,0.065699,0.047333,0.038955,0.069244,0.480713,1.416103,0.091799,0.304783
55,10.04,0.053455,0.039922,0.032189,0.056033,0.481357,1.414815,0.091799,0.30285
56,10.05,0.047333,0.036378,0.030256,0.049911,0.482001,1.414492,0.092121,0.301561
57,10.06,0.045077,0.034767,0.028322,0.046689,0.48039,1.415781,0.09341,0.30285
58,10.07,0.044111,0.034767,0.027678,0.046689,0.480713,1.412559,0.091799,0.303172
59,10.08,0.042822,0.033478,0.026711,0.047333,0.482968,1.41417,0.091799,0.29995
60,10.09,0.042822,0.033478,0.026711,0.044755,0.48039,1.41707,0.092443,0.30285
61,10.1,0.041855,0.034767,0.027678,0.0454,0.480068,1.413526,0.092443,0.303172
62,10.11,0.044111,0.033156,0.027033,0.044111,0.481357,1.415781,0.092765,0.303494
63,10.12,0.042822,0.033478,0.028967,0.0454,0.48039,1.417392,0.090832,0.303494
64,10.13,0.041533,0.034444,0.027033,0.045077,0.478779,1.413526,0.091799,0.303172
65,10.14,0.042822,0.0338,0.027356,0.045077,0.48039,1.415137,0.091799,0.30285
66,10.15,0.041855,0.033478,0.027356,0.0454,0.481035,1.415459,0.092121,0.303172
67,10.16,0.042822,0.032833,0.027356,0.045077,0.482001,1.41417,0.091154,0.302527
68,10.17,0.0425,0.032833,0.026711,0.042822,0.48039,1.416748,0.093088,0.30285
69,10.18,0.0425,0.032833,0.026711,0.044433,0.481035,1.413203,0.092121,0.303172
70,19.49,0.041855,0.033156,0.027033,0.044111,0.477168,1.413526,0.092765,0.303494
71,19.5,0.041533,0.032511,0.026711,0.046044,0.480713,1.415781,0.091799,0.304461
72,19.51,0.0425,0.033156,0.026067,0.044111,0.479424,1.412559,0.092121,0.303816
73,19.52,0.041211,0.031867,0.026711,0.043789,0.482001,1.414815,0.091154,0.301239
74,19.53,0.0425,0.032189,0.027033,0.043144,0.481357,1.416748,0.090832,0.303172
75,19.54,0.041533,0.033156,0.027033,0.045077,0.481357,1.413526,0.091476,0.30285
76,19.55,0.042822,0.033156,0.026067,0.045722,0.48039,1.415459,0.092121,0.303172
77,19.56,0.040889,0.032511,0.025745,0.043466,0.479746,1.413848,0.091476,0.303816
78,19.57,0.042178,0.032189,0.026711,0.0454,0.482324,1.414815,0.091799,0.303172
79,19.58,0.041855,0.032189,0.026711,0.043144,0.481035,1.417392,0.090832,0.303494
80,19.59,0.041855,0.033156,0.026711,0.044111,0.480068,1.413526,0.091154,0.303494
81,19.6,0.042178,0.032511,0.026067,0.0454,0.480713,1.415781,0.091799,0.303816
82,19.61,0.041855,0.033156,0.027356,0.0454,0.48039,1.415459,0.091476,0.303494
83,19.62,0.041855,0.031867,0.026711,0.045077,0.482968,1.41417,0.091799,0.300272
84,19.63,0.041855,0.032833,0.026389,0.043144,0.481679,1.416748,0.091154,0.303494
85,19.64,0.041855,0.033156,0.026711,0.044111,0.47749,1.412881,0.091799,0.303494
86,19.65,0.041211,0.032511,0.027356,0.043466,0.481679,1.416426,0.092765,0.303172
87,19.66,0.041533,0.032511,0.025745,0.042822,0.479424,1.413203,0.092121,0.303172
88,19.67,0.042178,0.032511,0.026067,0.044111,0.482968,1.415459,0.091154,0.303172
89,19.68,0.042178,0.033156,0.028,0.042822,0.480713,1.41707,0.091154,0.303172
90,19.69,0.047655,0.091799,0.149475,0.334749,2.960803,1.414815,0.091799,0.301561
91,19.7,0.939547,0.904748,1.00979,1.267562,2.974014,1.418359,0.092443,0.304461
92,19.71,1.510835,1.359716,1.461858,1.717052,2.978203,1.414492,0.092765,0.301883
93,19.72,1.724463,1.531456,1.626832,1.887504,2.977236,1.419326,0.092765,0.30285
94,19.73,1.805984,1.586555,1.685798,1.95517,2.979492,1.415459,0.092121,0.302205
95,19.74,1.830794,1.608788,1.702231,1.976436,2.977881,1.418037,0.092443,0.303172
96,19.75,1.843039,1.612977,1.709319,1.989002,2.979814,1.414492,0.091799,0.301561
97,19.76,1.839494,1.615555,1.708675,1.986424,2.978203,1.418359,0.091799,0.303816
98,19.77,1.843361,1.612655,1.70803,1.990291,2.979492,1.413526,0.091476,0.301239
99,19.78,1.838528,1.613299,1.707386,1.983847,2.977881,1.417392,0.092121,0.303494
100,19.79,1.840783,1.611366,1.703519,1.987069,2.979492,1.414492,0.092443,0.300594
101,19.8,1.835305,1.611044,1.703519,1.982236,2.977559,1.417392,0.091799,0.30285
102,19.81,1.838205,1.607177,1.700942,1.982558,2.97917,1.415137,0.092443,0.303172
103,19.82,1.831117,1.608466,1.697075,1.977402,2.977881,1.418037,0.092443,0.303816
104,19.83,1.834339,1.604599,1.698042,1.980947,2.980781,1.414815,0.092121,0.300916
105,19.84,1.828861,1.606533,1.696753,1.975469,2.978847,1.417714,0.091799,0.303494
106,19.85,1.831761,1.602344,1.695786,1.977725,2.97917,1.41417,0.092443,0.300916
107,19.86,1.824995,1.602666,1.696431,1.971603,2.978203,1.418359,0.091476,0.303172
108,19.87,1.827572,1.599766,1.690631,1.974502,2.974981,1.41417,0.092765,0.30285
109,19.88,1.823383,1.600411,1.692564,1.970636,2.978847,1.416748,0.092765,0.303816
110,19.89,1.823706,1.599122,1.687086,1.970314,2.977881,1.413848,0.092443,0.303494
111,19.9,1.819839,1.597833,1.690309,1.967091,2.978203,1.416426,0.09341,0.303494
112,19.91,1.821772,1.599766,1.684509,1.967091,2.978525,1.412881,0.092765,0.303172
113,19.92,1.815973,1.594933,1.685798,1.969669,2.978203,1.416103,0.091476,0.304783
114,19.93,1.817261,1.597511,1.681931,1.963869,2.978525,1.416103,0.092121,0.30285
115,19.94,1.819839,1.593,1.682253,1.96548,2.979492,1.414492,0.093088,0.300916
116,19.95,1.814684,1.594288,1.684509,1.959681,2.977881,1.416748,0.091154,0.303816
117,19.96,1.815973,1.589777,1.678709,1.963869,2.974336,1.413526,0.092121,0.30285
118,19.97,1.812106,1.591389,1.680642,1.958069,2.977559,1.416426,0.09341,0.303494
119,19.98,1.81275,1.589777,1.676776,1.960325,2.978203,1.413203,0.092121,0.30285
120,19.99,1.778918,1.331683,1.191519,1.287217,0.487157,1.414815,0.091476,0.304783
121,20.0,0.539033,0.365359,0.306394,0.42658,0.485868,1.416426,0.090188,0.303494
122,20.01,0.18653,0.128209,0.104687,0.171064,0.483612,1.412881,0.091154,0.303172
123,20.02,0.099532,0.066666,0.0541,0.095343,0.481357,1.415781,0.091799,0.304461
124,20.03,0.061188,0.046044,0.039922,0.068599,0.481357,1.417392,0.091799,0.303816
125,20.04,0.054744,0.040244,0.033478,0.054744,0.480713,1.413526,0.093088,0.303172
126,20.05,0.047333,0.037667,0.029933,0.050877,0.481357,1.414815,0.091799,0.304783
127,20.06,0.046366,0.034767,0.028967,0.047333,0.481679,1.417714,0.091154,0.303172
128,20.07,0.044755,0.035733,0.029611,0.046044,0.481679,1.412237,0.092121,0.30285
129,20.08,0.043466,0.0338,0.027356,0.047655,0.479424,1.415781,0.093088,0.304461
130,20.09,0.043144,0.033156,0.028967,0.046366,0.480068,1.41707,0.091799,0.303494
131,20.1,0.043466,0.033478,0.027356,0.046689,0.477168,1.413848,0.091799,0.303172
132,20.11,0.042178,0.0338,0.027356,0.044111,0.480713,1.41707,0.093088,0.303816
133,20.12,0.0425,0.033156,0.026711,0.045077,0.480068,1.412559,0.092121,0.303494
134,20.13,0.042822,0.033478,0.027678,0.044433,0.481679,1.414492,0.090832,0.300272
135,20.14,0.0425,0.033156,0.027033,0.043144,0.481357,1.41707,0.092443,0.30285
136,20.15,0.0425,0.032833,0.028,0.045077,0.481035,1.413203,0.091799,0.303494
137,20.16,0.043466,0.032833,0.027678,0.043466,0.482001,1.415137,0.091476,0.304461
138,20.17,0.043144,0.034122,0.028967,0.044755,0.48039,1.416426,0.091799,0.303494
139,20.18,0.042822,0.032511,0.027033,0.045722,0.481357,1.413848,0.091476,0.303172
140,29.49,0.042822,0.032511,0.026711,0.044111,0.481679,1.415137,0.090832,0.303494
141,29.5,0.042822,0.0338,0.028,0.043789,0.480068,1.41707,0.090832,0.303816
142,29.51,0.0425,0.032511,0.027033,0.043466,0.479746,1.412881,0.091476,0.303172
143,29.52,0.043144,0.032511,0.026389,0.044111,0.480713,1.415459,0.091476,0.304461
144,29.53,0.042178,0.032833,0.028,0.045077,0.481357,1.41707,0.090832,0.303816
145,29.54,0.042178,0.033156,0.026711,0.044111,0.478779,1.413203,0.09051,0.303172
146,29.55,0.041533,0.033478,0.027033,0.045722,0.481035,1.415459,0.091799,0.304783
147,29.56,0.042178,0.032833,0.027678,0.045077,0.48039,1.417392,0.09051,0.304139
148,29.57,0.0425,0.032189,0.026389,0.044755,0.478779,1.413526,0.091154,0.303172
149,29.58,0.041533,0.033156,0.026389,0.045722,0.478779,1.415137,0.091476,0.303172
150,29.59,0.042178,0.031867,0.026389,0.044111,0.480713,1.414492,0.091154,0.30285
151,29.6,0.042178,0.032511,0.026711,0.044111,0.479424,1.413848,0.092121,0.303494
152,29.61,0.041855,0.032833,0.027356,0.044433,0.481035,1.414815,0.092121,0.303494
153,29.62,0.041533,0.032511,0.026067,0.042822,0.48039,1.412237,0.091799,0.303172
154,29.63,0.044111,0.032189,0.027356,0.045722,0.481035,1.414815,0.092121,0.300916
155,29.64,0.042822,0.032833,0.026711,0.043466,0.481035,1.415781,0.092121,0.303172
156,29.65,0.043789,0.033156,0.027678,0.043789,0.480713,1.413848,0.091799,0.302527
157,29.66,0.042178,0.032833,0.027356,0.044433,0.479746,1.415137,0.090832,0.304139
158,29.67,0.043466,0.032511,0.028644,0.043466,0.481035,1.417392,0.090188,0.303172
159,29.68,0.042178,0.032833,0.026389,0.044755,0.478135,1.413203,0.091476,0.30285
160,29.69,0.114032,0.171064,0.24034,0.459446,2.963703,1.416426,0.092443,0.303494
161,29.7,1.041689,0.984013,1.089699,1.351016,2.97047,1.413848,0.092765,0.303494
162,29.71,1.549501,1.392904,1.497302,1.745407,2.976914,1.416748,0.091799,0.303172
163,29.72,1.74283,1.53919,1.64101,1.902648,2.974014,1.413526,0.092121,0.302527
164,29.73,1.809206,1.593644,1.694497,1.958069,2.978525,1.417392,0.091799,0.303494
165,29.74,1.835628,1.608144,1.705453,1.981591,2.974659,1.413526,0.092443,0.303494
166,29.75,1.844005,1.61491,1.713508,1.987391,2.978203,1.417392,0.093732,0.30285
167,29.76,1.843361,1.613944,1.709964,1.991902,2.978203,1.413526,0.092121,0.303816
168,29.77,1.842716,1.615232,1.711897,1.986424,2.977559,1.416103,0.093088,0.30285
169,29.78,1.842072,1.612332,1.706419,1.987713,2.975947,1.41417,0.092443,0.30285
170,29.79,1.838528,1.611366,1.708675,1.984491,2.979492,1.416426,0.093732,0.302205
171,29.8,1.839494,1.611044,1.703519,1.985136,2.977881,1.41417,0.092765,0.303816
172,29.81,1.83595,1.610399,1.704486,1.980625,2.978847,1.417392,0.094376,0.303494
173,29.82,1.835305,1.607821,1.700297,1.983524,2.979492,1.412881,0.093088,0.303494
174,29.83,1.830472,1.607177,1.702231,1.978369,2.978203,1.417392,0.092765,0.303816
175,29.84,1.83305,1.603955,1.696753,1.980625,2.97627,1.41417,0.092443,0.30285
176,29.85,1.828217,1.605888,1.698042,1.975147,2.978203,1.41707,0.091476,0.30285
177,29.86,1.830472,1.602022,1.69482,1.978047,2.979814,1.414815,0.093088,0.301561
178,29.87,1.825961,1.602666,1.69192,1.970958,2.978525,1.417392,0.091799,0.303494
179,29.88,1.827572,1.600411,1.692242,1.975147,2.978847,1.415459,0.092765,0.303816
180,29.89,1.825639,1.601699,1.688375,1.970958,2.978203,1.413848,0.092765,0.303494
181,29.9,1.824995,1.597511,1.690309,1.972891,2.978847,1.414815,0.092121,0.304461
182,29.91,1.822095,1.600733,1.685798,1.96838,2.977559,1.413526,0.092765,0.30285
183,29.92,1.817906,1.595577,1.688053,1.968703,2.977559,1.415137,0.092443,0.30285
184,29.93,1.819839,1.597511,1.683864,1.966769,2.977559,1.413203,0.091476,0.303816
185,29.94,1.815973,1.5959,1.685798,1.963869,2.978203,1.416748,0.094376,0.30285
186,29.95,1.818872,1.591389,1.681931,1.963547,2.975947,1.413526,0.092765,0.303172
187,29.96,1.814039,1.594288,1.683864,1.960003,2.978847,1.41707,0.092121,0.303172
188,29.97,1.817261,1.591066,1.680642,1.964192,2.980136,1.414492,0.093088,0.301883
189,29.98,1.811462,1.592033,1.676776,1.960325,2.977559,1.413848,0.093732,0.303494
190,29.99,1.814039,1.441881,1.292695,1.380015,0.48909,1.413526,0.090832,0.303816
191,30.0,0.580599,0.395003,0.331849,0.455902,0.485224,1.417714,0.091476,0.303494
192,30.01,0.201996,0.134331,0.110165,0.178475,0.484901,1.413203,0.091476,0.302527
193,30.02,0.098243,0.068599,0.055711,0.095343,0.482646,1.416426,0.091476,0.303494
194,30.03,0.065699,0.047655,0.039922,0.066988,0.481679,1.412881,0.091476,0.303494
195,30.04,0.054422,0.039922,0.032189,0.056033,0.481679,1.416103,0.092765,0.303494
196,30.05,0.045722,0.0367,0.029611,0.0512,0.480068,1.412237,0.092121,0.303494
197,30.06,0.046044,0.035411,0.028967,0.047977,0.482646,1.414815,0.092121,0.301239
198,30.07,0.043144,0.035089,0.028,0.045077,0.480713,1.416103,0.090832,0.303494
199,30.08,0.044111,0.034444,0.027033,0.046044,0.479746,1.412881,0.091154,0.303494
200,30.09,0.043144,0.0338,0.027356,0.046689,0.480713,1.415781,0.092443,0.303494
201,30.1,0.0425,0.033478,0.026067,0.0454,0.481357,1.412559,0.092765,0.30285
202,30.11,0.042822,0.033478,0.026389,0.045722,0.482646,1.415137,0.091799,0.301561
203,30.12,0.043144,0.0338,0.027678,0.0454,0.48039,1.416426,0.091476,0.303816
204,30.13,0.042822,0.033478,0.027033,0.044755,0.48039,1.413848,0.091476,0.303172
205,30.14,0.041855,0.033156,0.027356,0.0454,0.48039,1.416103,0.094054,0.303172
206,30.15,0.0425,0.033156,0.026711,0.045722,0.481679,1.412881,0.091154,0.303172
207,30.16,0.043466,0.033156,0.026389,0.046044,0.48039,1.414815,0.091799,0.30285
208,30.17,0.042178,0.033478,0.028,0.0454,0.479424,1.417392,0.090188,0.303172
209,30.18,0.041855,0.033156,0.027033,0.044433,0.477813,1.413526,0.091476,0.303172
210,39.49,0.041211,0.033156,0.025422,0.039922,0.481357,1.413848,0.091799,0.303494
211,39.5,0.042178,0.032189,0.026711,0.044755,0.482324,1.414815,0.090832,0.301561
212,39.51,0.042178,0.033478,0.027033,0.042822,0.481035,1.41707,0.092443,0.30285
213,39.52,0.042178,0.032511,0.026711,0.045077,0.481679,1.412881,0.091799,0.302527
214,39.53,0.043789,0.033156,0.027033,0.042822,0.481679,1.41417,0.091799,0.300594
215,39.54,0.042822,0.033478,0.026389,0.044111,0.480713,1.416103,0.093088,0.30285
216,39.55,0.041855,0.032833,0.026067,0.043789,0.481357,1.412881,0.091799,0.303172
217,39.56,0.041855,0.032511,0.026389,0.045077,0.481357,1.414492,0.092121,0.303494
218,39.57,0.0425,0.031867,0.027356,0.044433,0.48039,1.415137,0.093088,0.304139
219,39.58,0.042178,0.032833,0.026711,0.042178,0.480713,1.415137,0.091799,0.30285
220,39.59,0.0425,0.032833,0.027033,0.044433,0.478779,1.412559,0.090832,0.303172
221,39.6,0.0425,0.032189,0.026711,0.042822,0.481035,1.416426,0.09341,0.30285
222,39.61,0.042178,0.033156,0.026711,0.042822,0.480068,1.413203,0.091799,0.303816
223,39.62,0.0425,0.031544,0.026389,0.044111,0.479424,1.413203,0.091799,0.303172
224,39.63,0.042178,0.032189,0.027678,0.044433,0.48039,1.415459,0.091799,0.303172
225,39.64,0.041855,0.032189,0.025745,0.0454,0.481035,1.411915,0.092121,0.303494
226,39.65,0.042178,0.032833,0.026389,0.044111,0.482001,1.41417,0.092121,0.302527
227,39.66,0.0425,0.033156,0.027356,0.044433,0.48039,1.415459,0.092443,0.303172
228,39.67,0.0425,0.032511,0.026067,0.043789,0.481679,1.416426,0.090832,0.303172
229,39.68,0.043144,0.033156,0.026711,0.044433,0.476846,1.413526,0.092443,0.303816
230,39.69,0.057966,0.107909,0.167519,0.361815,2.960481,1.41707,0.092121,0.303494
231,39.7,0.965969,0.925047,1.027834,1.287862,2.971759,1.413203,0.092765,0.30285
232,39.71,1.520501,1.367771,1.474424,1.727041,2.97627,1.415781,0.093732,0.303172
233,39.72,1.732197,1.53629,1.632632,1.892015,2.976592,1.418037,0.091799,0.303494
234,39.73,1.811462,1.589455,1.689986,1.959358,2.978203,1.414492,0.092443,0.301883
235,39.74,1.83305,1.611688,1.710608,1.979658,2.978203,1.418359,0.091799,0.303816
236,39.75,1.845616,1.613944,1.711575,1.989969,2.97627,1.413526,0.092121,0.303172
237,39.76,1.842394,1.617488,1.714797,1.989324,2.977881,1.416748,0.092765,0.303494
238,39.77,1.84465,1.618455,1.709319,1.990291,2.978203,1.414492,0.094054,0.302527
239,39.78,1.842072,1.614588,1.711575,1.983202,2.978203,1.415137,0.091799,0.302527
240,39.79,1.841105,1.615877,1.705453,1.987069,2.977881,1.415459,0.093732,0.303172
241,39.8,1.83595,1.610721,1.70803,1.983202,2.977559,1.415781,0.091799,0.304783
242,39.81,1.836917,1.611688,1.701908,1.98288,2.977559,1.412559,0.092765,0.303494
243,39.82,1.836594,1.606855,1.703519,1.983202,2.97917,1.416426,0.092121,0.304783
244,39.83,1.83305,1.609433,1.698686,1.979658,2.977559,1.415781,0.092443,0.303494
245,39.84,1.835628,1.604922,1.699653,1.982236,2.979814,1.415137,0.092121,0.301561
246,39.85,1.828217,1.606855,1.700297,1.975791,2.978203,1.41707,0.092443,0.303494
247,39.86,1.831117,1.602344,1.695142,1.977725,2.975625,1.413848,0.092765,0.303172
248,39.87,1.82725,1.60331,1.696108,1.971925,2.976914,1.41707,0.094376,0.30285
249,39.88,1.826606,1.604277,1.690953,1.973858,2.977559,1.414492,0.092443,0.30285
250,39.89,1.822417,1.599766,1.693531,1.974502,2.977559,1.415781,0.093088,0.304461
251,39.9,1.823706,1.601699,1.688053,1.970314,2.978847,1.41417,0.093088,0.302527
252,39.91,1.825317,1.597188,1.688053,1.971603,2.97917,1.414815,0.092443,0.301883
253,39.92,1.819839,1.599444,1.687409,1.967091,2.977881,1.418359,0.091799,0.30285
254,39.93,1.821772,1.596222,1.685798,1.969991,2.979492,1.413848,0.092121,0.302205
255,39.94,1.817584,1.596222,1.687409,1.964514,2.97917,1.417714,0.091799,0.303494
256,39.95,1.818872,1.592355,1.682253,1.966125,2.978203,1.41417,0.091154,0.303494
257,39.96,1.815006,1.593,1.684186,1.960325,2.978203,1.41707,0.094054,0.30285
258,39.97,1.815973,1.594933,1.679353,1.963225,2.977559,1.413203,0.092443,0.30285
259,39.98,1.81275,1.591389,1.680964,1.959681,2.977236,1.416426,0.09341,0.30285
260,39.99,1.743796,1.30365,1.16252,1.264018,0.487801,1.412881,0.091476,0.303816
261,40.0,0.528723,0.357304,0.299305,0.420136,0.487479,1.414815,0.091154,0.301239
262,40.01,0.18653,0.12692,0.103398,0.167841,0.483612,1.416748,0.091799,0.303172
263,40.02,0.093732,0.066344,0.053455,0.09341,0.481679,1.41417,0.091476,0.303172
264,40.03,0.065055,0.046689,0.037989,0.065377,0.481679,1.41417,0.092443,0.302205
265,40.04,0.052811,0.039278,0.032511,0.057644,0.481357,1.416748,0.09051,0.303494
266,40.05,0.047655,0.037344,0.029611,0.050233,0.481035,1.414492,0.091799,0.303494
267,40.06,0.045077,0.034767,0.028644,0.047655,0.481357,1.415137,0.091154,0.304139
268,40.07,0.044433,0.0338,0.028322,0.047011,0.48039,1.416103,0.091799,0.303172
269,40.08,0.043466,0.035411,0.028644,0.047011,0.481035,1.413203,0.094054,0.303172
270,40.09,0.044433,0.0338,0.027356,0.049911,0.48039,1.41417,0.089865,0.303816
271,40.1,0.042822,0.034122,0.028967,0.046689,0.48039,1.418037,0.092443,0.30285
272,40.11,0.042178,0.034444,0.027356,0.045722,0.48039,1.412559,0.091154,0.303172
273,40.12,0.043466,0.033478,0.027033,0.046689,0.480068,1.415459,0.091476,0.304783
274,40.13,0.0425,0.034444,0.028644,0.044755,0.480713,1.416748,0.09051,0.303172
275,40.14,0.043466,0.034444,0.026389,0.0454,0.480713,1.413526,0.091476,0.303172
276,40.15,0.043466,0.0338,0.027678,0.044111,0.481035,1.414815,0.092121,0.301239
277,40.16,0.042822,0.032833,0.027356,0.043466,0.480713,1.415459,0.092121,0.302527
278,40.17,0.042178,0.033156,0.026711,0.044755,0.48039,1.413203,0.092121,0.30285
279,40.18,0.043144,0.033156,0.027356,0.0454,0.48039,1.414492,0.092443,0.301239
280,49.49,0.042178,0.033156,0.027033,0.046044,0.48039,1.415459,0.092443,0.303172
281,49.5,0.041855,0.032511,0.026067,0.0454,0.481035,1.413526,0.090832,0.303494
282,49.51,0.0425,0.031867,0.026711,0.039922,0.480713,1.413203,0.091154,0.303494
283,49.52,0.040244,0.031867,0.027678,0.050877,0.481357,1.416748,0.094376,0.30285
284,49.53,0.042822,0.032511,0.026067,0.041211,0.480713,1.412881,0.091799,0.303494
285,49.54,0.042822,0.032511,0.028322,0.046689,0.481357,1.414815,0.091799,0.304139
286,49.55,0.041533,0.032833,0.027033,0.0425,0.481035,1.416426,0.091799,0.303172
287,49.56,0.041855,0.032511,0.026389,0.0454,0.479746,1.412237,0.092443,0.303172
288,49.57,0.0425,0.032833,0.026711,0.043466,0.48329,1.414492,0.091476,0.301239
289,49.58,0.042178,0.032189,0.026389,0.043466,0.481357,1.416748,0.090832,0.303816
290,49.59,0.041533,0.0338,0.027033,0.043466,0.48039,1.413526,0.091476,0.303816
291,49.6,0.043144,0.032833,0.026711,0.045722,0.480713,1.414815,0.090832,0.305427
292,49.61,0.0425,0.032833,0.027033,0.047333,0.480713,1.41417,0.091799,0.303816
293,49.62,0.043789,0.032833,0.027033,0.042822,0.482646,1.413848,0.090832,0.301883
294,49.63,0.041855,0.032189,0.027356,0.044433,0.48039,1.416426,0.091154,0.303494
295,49.64,0.042822,0.033156,0.026389,0.045722,0.481357,1.414492,0.091476,0.30285
296,49.65,0.043466,0.033478,0.026711,0.046044,0.479746,1.416103,0.091476,0.305105
297,49.66,0.043466,0.031867,0.028644,0.044433,0.480068,1.41707,0.091154,0.303494
298,49.67,0.042178,0.033156,0.027033,0.045722,0.479101,1.413848,0.09051,0.303494
299,49.68,0.041855,0.032833,0.027356,0.045722,0.479746,1.415459,0.091154,0.303494
300,49.69,0.0425,0.053133,0.099854,0.25774,2.957259,1.41417,0.092765,0.302527
