,time(s) , sensor1(vol) , sensor2(vol) , sensor3(vol) ,  sensor4(vol) , pulse , DC1(vol) , DC2(vol) ,humidity
145,29.54,0.124665,0.091476,0.091154,0.133687,0.481357,1.415459,0.224551,0.269339
146,29.55,0.125631,0.091154,0.091154,0.125309,0.481035,1.416426,0.22294,0.269017
147,29.56,0.125309,0.092443,0.089865,0.128209,0.480068,1.411915,0.224229,0.269339
148,29.57,0.125309,0.091799,0.090832,0.130465,0.479424,1.413526,0.223585,0.269017
149,29.58,0.125631,0.091799,0.091154,0.129498,0.480713,1.41417,0.225196,0.266439
150,29.59,0.125954,0.092121,0.090832,0.128209,0.481035,1.416103,0.225196,0.268695
151,29.6,0.124987,0.092121,0.091154,0.128531,0.480713,1.416103,0.222618,0.268695
152,29.61,0.126276,0.09341,0.091476,0.127565,0.481357,1.412559,0.224551,0.268373
153,29.62,0.125631,0.092121,0.091154,0.130142,0.478779,1.412237,0.224229,0.269339
154,29.63,0.126276,0.092765,0.090832,0.129498,0.482001,1.41417,0.225518,0.266439
155,29.64,0.124665,0.093088,0.091154,0.128853,0.48039,1.414815,0.224551,0.269339
156,29.65,0.125309,0.092121,0.093088,0.128853,0.481679,1.415459,0.223907,0.269017
157,29.66,0.126276,0.092765,0.089865,0.128209,0.481035,1.412237,0.223585,0.26805
158,29.67,0.125631,0.092443,0.091476,0.12982,0.478457,1.412881,0.225518,0.269017
159,29.68,0.125309,0.092443,0.091476,0.129498,0.481357,1.414492,0.224551,0.267084
160,29.69,0.125954,0.093088,0.176864,0.44398,2.955648,1.415781,0.225518,0.269662
161,29.7,1.464436,1.401604,1.660665,1.919404,2.971759,1.416103,0.224874,0.269339
162,29.71,2.24613,2.038623,2.279318,2.472325,2.975625,1.413203,0.225518,0.268695
163,29.72,2.492947,2.250319,2.480058,2.665654,2.976914,1.414815,0.225518,0.269339
164,29.73,2.583167,2.323462,2.541924,2.731386,2.977881,1.416748,0.224229,0.26805
165,29.74,2.617966,2.340861,2.562223,2.759419,2.977236,1.412881,0.225196,0.269017
166,29.75,2.620222,2.35085,2.572856,2.771985,2.977881,1.414815,0.225518,0.269017
167,29.76,2.626022,2.35665,2.571245,2.76683,2.978525,1.415781,0.224229,0.269339
168,29.77,2.629244,2.35085,2.567379,2.771663,2.978525,1.413203,0.225196,0.268373
169,29.78,2.620544,2.352139,2.56899,2.771663,2.97917,1.41417,0.225196,0.266762
170,29.79,2.621188,2.35375,2.569956,2.766185,2.978203,1.416103,0.226485,0.267406
171,29.8,2.623766,2.354716,2.562223,2.768441,2.978203,1.412881,0.225196,0.268695
172,29.81,2.622155,2.349239,2.562868,2.768119,2.980458,1.413526,0.22584,0.267406
173,29.82,2.616677,2.349561,2.564801,2.761674,2.977881,1.415781,0.22584,0.269339
174,29.83,2.619577,2.351494,2.557712,2.760708,2.978847,1.41127,0.225518,0.26805
175,29.84,2.621511,2.347306,2.558034,2.763608,2.976592,1.413203,0.22584,0.269017
176,29.85,2.613133,2.346661,2.559001,2.758774,2.978203,1.416103,0.22584,0.267728
177,29.86,2.615389,2.348594,2.551912,2.758452,2.978203,1.412881,0.22584,0.269017
178,29.87,2.616033,2.341828,2.553201,2.761674,2.979814,1.413203,0.225196,0.267084
179,29.88,2.608622,2.343761,2.555134,2.753619,2.978203,1.415781,0.225518,0.268695
180,29.89,2.6112,2.344728,2.548046,2.754263,2.978525,1.412559,0.224874,0.269017
181,29.9,2.612811,2.339572,2.547723,2.756197,2.97627,1.413526,0.225196,0.269017
182,29.91,2.606367,2.340539,2.549657,2.749108,2.978525,1.415459,0.225196,0.268373
183,29.92,2.607978,2.342794,2.54289,2.751041,2.978525,1.415459,0.224874,0.269017
184,29.93,2.608944,2.337317,2.543535,2.752652,2.975947,1.412881,0.225518,0.268695
185,29.94,2.602822,2.337317,2.544823,2.745564,2.978203,1.415459,0.22584,0.270306
186,29.95,2.603467,2.339572,2.538057,2.747175,2.978203,1.416748,0.224874,0.269339
187,29.96,2.6054,2.332806,2.538701,2.749752,2.978847,1.412559,0.223907,0.268373
188,29.97,2.598633,2.334095,2.540635,2.751686,2.97917,1.414492,0.225196,0.269017
189,29.98,2.599278,2.335706,2.537413,2.743308,2.978847,1.41707,0.223907,0.268373
190,29.99,2.601856,2.333772,2.533868,2.583489,0.488446,1.411592,0.224551,0.269017
191,30.0,1.467013,1.070044,1.046522,1.21343,0.483935,1.412881,0.224229,0.268695
192,30.01,0.623132,0.422069,0.408859,0.5545,0.48619,1.413526,0.224551,0.268373
193,30.02,0.316061,0.215852,0.207796,0.307361,0.48329,1.415137,0.224551,0.269984
194,30.03,0.209085,0.145931,0.141098,0.209729,0.482324,1.416103,0.226485,0.26805
195,30.04,0.164619,0.11822,0.113709,0.171386,0.48039,1.414492,0.224229,0.269017
196,30.05,0.14722,0.106943,0.103721,0.151409,0.481679,1.412237,0.223907,0.268373
197,30.06,0.138198,0.10211,0.098887,0.142386,0.482001,1.413203,0.224874,0.269339
198,30.07,0.134009,0.098887,0.096632,0.140453,0.481357,1.414815,0.224551,0.268695
199,30.08,0.132076,0.097921,0.094699,0.134976,0.480713,1.416426,0.225518,0.268373
200,30.09,0.12982,0.096632,0.09341,0.135298,0.480713,1.416103,0.223585,0.268373
201,30.1,0.130465,0.097921,0.094376,0.134653,0.48039,1.411915,0.225196,0.269017
202,30.11,0.129498,0.095665,0.09341,0.133364,0.479746,1.412559,0.223907,0.268373
203,30.12,0.12982,0.09631,0.093088,0.134009,0.480713,1.41417,0.224229,0.266117
204,30.13,0.128209,0.096954,0.094054,0.136264,0.481035,1.415459,0.22584,0.269017
205,30.14,0.128531,0.095665,0.093732,0.12692,0.481679,1.416103,0.223585,0.269017
206,30.15,0.130465,0.097599,0.094376,0.135942,0.48039,1.411915,0.224874,0.268695
207,30.16,0.128531,0.094376,0.093088,0.132076,0.477813,1.413526,0.224551,0.268695
208,30.17,0.130465,0.09631,0.093088,0.13272,0.482646,1.413203,0.224874,0.266762
209,30.18,0.128531,0.095343,0.092765,0.133364,0.48039,1.414492,0.225196,0.269662
210,39.49,0.127565,0.094376,0.09341,0.130787,0.481035,1.416103,0.231318,0.269017
211,39.5,0.127242,0.094054,0.092443,0.130787,0.481357,1.417392,0.229385,0.268695
212,39.51,0.128209,0.094376,0.090832,0.130787,0.480713,1.413848,0.229707,0.26805
213,39.52,0.127887,0.095987,0.092121,0.130465,0.480713,1.412881,0.230996,0.269017
214,39.53,0.126598,0.09341,0.092121,0.131431,0.481357,1.413203,0.230996,0.268373
215,39.54,0.127565,0.094054,0.092443,0.130787,0.48039,1.413848,0.229062,0.268373
216,39.55,0.127565,0.094376,0.092121,0.129176,0.482968,1.413526,0.233573,0.268695
217,39.56,0.127242,0.093088,0.091799,0.132076,0.48039,1.413526,0.227451,0.266117
218,39.57,0.127242,0.094054,0.092121,0.129498,0.48039,1.416426,0.23164,0.270628
219,39.58,0.127565,0.093088,0.093088,0.130465,0.481357,1.415137,0.23164,0.269017
220,39.59,0.127887,0.093732,0.091799,0.133364,0.481679,1.416426,0.229385,0.26805
221,39.6,0.128531,0.09341,0.091476,0.130787,0.481035,1.412559,0.230673,0.268695
222,39.61,0.127565,0.094376,0.091799,0.131109,0.481035,1.413526,0.230029,0.269339
223,39.62,0.128209,0.093732,0.091799,0.131753,0.479746,1.413848,0.230673,0.269017
224,39.63,0.127565,0.094699,0.091799,0.131109,0.482001,1.413203,0.230351,0.267728
225,39.64,0.12692,0.09341,0.091476,0.134653,0.480713,1.414815,0.230351,0.268373
226,39.65,0.127565,0.093732,0.092121,0.129176,0.481357,1.415781,0.230351,0.269662
227,39.66,0.127242,0.094054,0.09341,0.130465,0.48039,1.416426,0.23164,0.268373
228,39.67,0.126598,0.094054,0.091799,0.130787,0.481035,1.417392,0.229707,0.26805
229,39.68,0.128209,0.094376,0.092121,0.131109,0.481035,1.412881,0.230029,0.268373
230,39.69,0.12692,0.092443,0.092121,0.230029,2.944693,1.413203,0.231318,0.269017
231,39.7,1.289473,1.262729,1.524368,1.805017,2.971759,1.415781,0.232285,0.269662
232,39.71,2.195542,2.008013,2.248385,2.439459,2.975947,1.415781,0.232607,0.26805
233,39.72,2.491336,2.253541,2.472969,2.66211,2.978525,1.412881,0.230996,0.268695
234,39.73,2.594445,2.330873,2.550301,2.744275,2.975947,1.413203,0.231962,0.269339
235,39.74,2.624733,2.357616,2.578656,2.771341,2.978847,1.415781,0.23164,0.267406
236,39.75,2.635044,2.369538,2.587034,2.777463,2.97917,1.416748,0.231962,0.268373
237,39.76,2.64181,2.373083,2.582523,2.783907,2.978847,1.412881,0.232929,0.268695
238,39.77,2.64471,2.368572,2.584134,2.786163,2.975625,1.412881,0.231962,0.268373
239,39.78,2.637621,2.368249,2.584134,2.781652,2.978203,1.415137,0.230673,0.269339
240,39.79,2.636655,2.369216,2.5851,2.779396,2.978525,1.415459,0.231318,0.268695
241,39.8,2.637621,2.369216,2.576723,2.779718,2.978525,1.412559,0.230996,0.26805
242,39.81,2.637299,2.36245,2.575434,2.780363,2.978203,1.413526,0.231318,0.268695
243,39.82,2.627633,2.360839,2.577045,2.781974,2.981103,1.414492,0.231962,0.268373
244,39.83,2.629566,2.363094,2.577045,2.773274,2.977881,1.416103,0.23164,0.269984
245,39.84,2.631499,2.364061,2.568345,2.77263,2.978525,1.417714,0.230351,0.268695
246,39.85,2.630855,2.356005,2.56899,2.773919,2.978525,1.41417,0.230673,0.269339
247,39.86,2.624411,2.356972,2.568667,2.773596,2.981103,1.413526,0.232285,0.267406
248,39.87,2.623444,2.359227,2.57189,2.767796,2.978847,1.415459,0.23164,0.269017
249,39.88,2.626344,2.360194,2.56319,2.768441,2.977881,1.41707,0.23164,0.269339
250,39.89,2.626344,2.352783,2.564479,2.770374,2.979492,1.412237,0.230996,0.269017
251,39.9,2.618611,2.352139,2.56609,2.77263,2.979492,1.413848,0.23164,0.267728
252,39.91,2.617966,2.355039,2.566734,2.763285,2.979492,1.415781,0.231962,0.269017
253,39.92,2.620544,2.355361,2.558034,2.763608,2.978847,1.416748,0.230673,0.269017
254,39.93,2.622477,2.347628,2.559001,2.765541,2.97917,1.413526,0.23164,0.268373
255,39.94,2.613455,2.348917,2.559968,2.767152,2.980458,1.413848,0.23164,0.267084
256,39.95,2.614744,2.350528,2.561579,2.758774,2.977881,1.415781,0.23164,0.269984
257,39.96,2.616033,2.351494,2.553845,2.756841,2.978525,1.41707,0.230996,0.269017
258,39.97,2.617,2.344728,2.553201,2.760385,2.978847,1.412559,0.231318,0.269017
259,39.98,2.617966,2.344406,2.55449,2.762319,2.979492,1.413526,0.231318,0.268373
260,39.99,2.609911,2.345694,2.555779,2.679832,0.489412,1.414815,0.231318,0.269339
261,40.0,1.539512,1.134809,1.115154,1.272718,0.487157,1.415781,0.232285,0.268373
262,40.01,0.656642,0.446558,0.433025,0.58221,0.484579,1.41707,0.229385,0.26805
263,40.02,0.331527,0.224229,0.21714,0.319605,0.48329,1.41417,0.230996,0.269017
264,40.03,0.216818,0.150764,0.145286,0.216496,0.482001,1.413203,0.230351,0.26805
265,40.04,0.170097,0.120798,0.117898,0.175252,0.480713,1.413203,0.230673,0.269017
266,40.05,0.150442,0.108554,0.106298,0.155275,0.482001,1.41417,0.230029,0.267084
267,40.06,0.14142,0.104043,0.101143,0.146575,0.48039,1.415781,0.231962,0.269662
268,40.07,0.135942,0.101465,0.098565,0.141098,0.480713,1.415781,0.232285,0.268373
269,40.08,0.134009,0.099532,0.096954,0.139487,0.479746,1.416426,0.229707,0.269017
270,40.09,0.132398,0.098243,0.095665,0.136587,0.481035,1.416426,0.230351,0.269017
271,40.1,0.13272,0.098243,0.095987,0.137231,0.481679,1.412237,0.230996,0.269662
272,40.11,0.132076,0.098887,0.095665,0.135298,0.481357,1.412881,0.230673,0.269017
273,40.12,0.132076,0.097276,0.09631,0.136264,0.478779,1.412881,0.230673,0.268373
274,40.13,0.131753,0.096954,0.095343,0.134653,0.481035,1.412881,0.230996,0.268695
275,40.14,0.131109,0.097599,0.095343,0.137553,0.482324,1.414492,0.230673,0.269017
276,40.15,0.130465,0.097276,0.095343,0.136264,0.481357,1.413203,0.22874,0.268373
277,40.16,0.130787,0.096954,0.095021,0.136264,0.480713,1.416748,0.23454,0.266439
278,40.17,0.131753,0.096632,0.094699,0.135298,0.481035,1.412881,0.22874,0.269984
279,40.18,0.130465,0.096632,0.095021,0.133364,0.480713,1.416748,0.232285,0.269017
280,49.49,0.129498,0.095021,0.094054,0.131431,0.481357,1.415781,0.234218,0.268695
281,49.5,0.130142,0.095665,0.095665,0.134653,0.48039,1.416426,0.232285,0.268695
282,49.51,0.130142,0.09631,0.09341,0.133364,0.48039,1.414492,0.232607,0.269017
283,49.52,0.130142,0.095987,0.095021,0.133687,0.481679,1.412881,0.232929,0.269339
284,49.53,0.130142,0.095343,0.095021,0.133042,0.480068,1.413526,0.233251,0.269017
285,49.54,0.130787,0.09631,0.095343,0.133042,0.48329,1.412559,0.233251,0.269339
286,49.55,0.130142,0.09631,0.094054,0.133687,0.481035,1.41417,0.232607,0.266117
287,49.56,0.130142,0.096632,0.094054,0.133687,0.48039,1.415137,0.233251,0.269339
288,49.57,0.129498,0.096954,0.095343,0.134331,0.480713,1.41707,0.233896,0.267728
289,49.58,0.128531,0.092443,0.091154,0.134009,0.481035,1.416748,0.232285,0.268695
290,49.59,0.130142,0.098887,0.095343,0.133364,0.481035,1.412881,0.230996,0.269017
291,49.6,0.127242,0.095665,0.095665,0.134653,0.481035,1.412881,0.233251,0.268695
292,49.61,0.129498,0.095665,0.09341,0.132076,0.479101,1.412881,0.232929,0.268695
293,49.62,0.130787,0.095665,0.094376,0.133687,0.481357,1.412881,0.232929,0.269339
294,49.63,0.12982,0.09631,0.093732,0.133364,0.482324,1.41417,0.232929,0.267728
295,49.64,0.129176,0.095665,0.094376,0.134976,0.48039,1.414815,0.232929,0.268373
296,49.65,0.129176,0.09631,0.095021,0.131431,0.482324,1.415781,0.233573,0.269662
297,49.66,0.130465,0.095665,0.095665,0.133042,0.481035,1.416426,0.234218,0.269017
298,49.67,0.129176,0.096632,0.094376,0.134009,0.480713,1.415781,0.232285,0.269662
299,49.68,0.12982,0.096954,0.09341,0.133687,0.481679,1.412237,0.232607,0.268373
300,49.69,0.130465,0.09631,0.108876,0.337004,2.948237,1.413203,0.233896,0.268373
