,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,label(ppm)
30,0.191363,0.190719,0.19233,0.191041,0.191041,0.19233,0.191363,0.190719,0.191363,0.191685,0.190719,0.191363,0.191041,0.191041,0.191363,0.191685,0.191363,0.191041,0.191685,0.192974,0.230996,2.057634,2.714631,2.928904,3.006558,3.037168,3.038457,3.041357,3.044257,3.045224,3.045224,3.035557,3.033624,3.035235,3.036202,3.036202,3.025891,3.026535,3.025569,3.028146,3.027502,3.028469,3.019447,3.018158,3.021058,3.020413,3.02138,3.012358,3.010747,3.014291,3.015258,1.811139,0.890893,0.488768,0.32476,0.256451,0.227451,0.211985,0.20393,0.201352,0.197485,0.195552,0.193941,0.193296,0.194585,0.193296,0.192974,0.193619,0.192974,0.193941,70
31,0.191685,0.191685,0.191363,0.191041,0.191363,0.192652,0.18943,0.191363,0.189108,0.191041,0.191041,0.190074,0.191685,0.191685,0.192974,0.190074,0.189752,0.191041,0.189752,0.192008,0.190719,1.900393,2.668876,2.905705,2.993669,3.02718,3.042002,3.046835,3.037813,3.037491,3.041035,3.041035,3.040391,3.032657,3.031691,3.032335,3.03298,3.027502,3.025569,3.02428,3.025569,3.026213,3.025891,3.01848,3.01558,3.017513,3.020091,3.01558,3.011391,3.010425,3.011391,1.666465,0.820972,0.460091,0.314772,0.250973,0.223263,0.209729,0.202641,0.199096,0.19813,0.196841,0.194908,0.194585,0.192008,0.193296,0.192652,0.194908,0.193296,0.192652,70
32,0.191363,0.190074,0.189108,0.18943,0.189752,0.190397,0.191685,0.191041,0.190719,0.190719,0.190719,0.190719,0.190719,0.190397,0.191041,0.192008,0.189752,0.190719,0.191041,0.191685,1.849161,2.652443,2.90796,2.992058,3.027502,3.040391,3.047157,3.039424,3.039102,3.041035,3.041357,3.033624,3.032335,3.033624,3.035557,3.034913,3.027824,3.026857,3.029113,3.029757,3.020091,3.020091,3.02138,3.022024,3.023313,3.013969,3.013969,3.017191,3.017191,3.017513,1.865594,0.918925,0.498434,0.330238,0.258384,0.225518,0.210052,0.202963,0.199096,0.196841,0.196196,0.195552,0.194908,0.193941,0.193941,0.194263,0.193296,0.194263,0.193619,0.193296,70
33,0.191041,0.19233,0.191685,0.190719,0.191041,0.19233,0.191363,0.191685,0.191041,0.191363,0.190719,0.191685,0.190719,0.19233,0.189752,0.191041,0.191685,0.191041,0.192008,0.191041,1.777629,2.628277,2.900227,2.997858,3.025569,3.038457,3.045868,3.04909,3.040713,3.039424,3.042002,3.043613,3.034591,3.033302,3.035235,3.036524,3.02718,3.025891,3.028469,3.031368,3.025569,3.021058,3.021058,3.023313,3.024602,3.013969,3.014936,3.016869,3.017835,3.01848,1.94067,0.95598,0.514545,0.337649,0.263217,0.229385,0.212307,0.203607,0.199741,0.197808,0.196196,0.196196,0.196519,0.193619,0.19233,0.194263,0.193296,0.193619,0.193941,0.192974,70
34,0.189108,0.191685,0.190719,0.191041,0.193296,0.190074,0.190719,0.19233,0.191041,0.191041,0.191041,0.192652,0.190397,0.191363,0.191041,0.192008,0.191363,0.192008,0.192008,0.191363,0.189752,1.941314,2.681765,2.920849,2.997214,3.027824,3.041679,3.048768,3.039424,3.039424,3.041357,3.042968,3.032657,3.032657,3.036202,3.037491,3.028146,3.029757,3.030402,3.031691,3.023313,3.023958,3.023958,3.025569,3.015902,3.015902,3.017191,3.019447,3.009458,3.011069,3.01268,1.92037,0.947925,0.508745,0.33346,0.260639,0.227129,0.211985,0.201996,0.199741,0.197163,0.192652,0.198452,0.194263,0.193296,0.194585,0.193619,0.193619,0.19233,0.193296,70
35,0.18943,0.190719,0.190397,0.190397,0.190719,0.190719,0.191363,0.18943,0.189752,0.190719,0.19233,0.191363,0.191041,0.190719,0.19233,0.191041,0.190719,0.191041,0.190397,0.191363,1.79084,2.629244,2.898294,2.996891,3.022669,3.03588,3.04329,3.045868,3.03588,3.036846,3.039746,3.040068,3.032335,3.032013,3.034268,3.035557,3.025569,3.028469,3.029435,3.02138,3.022024,3.023635,3.02428,3.016869,3.01558,3.018802,3.020091,3.011069,3.01268,3.013969,1.961936,0.965324,0.518734,0.339582,0.262573,0.228418,0.211018,0.205218,0.200385,0.196519,0.194908,0.194585,0.195552,0.194908,0.193941,0.193941,0.194263,0.191363,0.192008,0.192974,70
36,0.191041,0.190719,0.191041,0.19233,0.184919,0.188463,0.192008,0.190719,0.192652,0.191041,0.190719,0.190397,0.189752,0.188785,0.190719,0.18943,0.190074,0.191041,0.191685,0.19233,0.188785,1.906515,2.669199,2.914727,2.995603,3.028469,3.042646,3.042968,3.039424,3.041035,3.04329,3.034913,3.03298,3.03588,3.036846,3.025246,3.027824,3.029113,3.031046,3.022346,3.023313,3.025246,3.026535,3.018158,3.019769,3.02138,3.012036,3.01268,3.015258,3.016869,3.009136,1.909415,0.941803,0.509067,0.335393,0.260317,0.227774,0.212629,0.204574,0.198452,0.197808,0.19523,0.196196,0.19523,0.196196,0.194908,0.192008,0.193619,0.19233,0.194263,70
37,0.191041,0.190074,0.191685,0.191363,0.192008,0.192008,0.189752,0.19233,0.192974,0.190719,0.190397,0.191041,0.190719,0.191685,0.191041,0.190397,0.193296,0.193619,0.191363,0.190074,1.79084,2.634399,2.901838,2.997858,3.023313,3.037491,3.043935,3.047157,3.037813,3.038779,3.040713,3.041679,3.030724,3.030724,3.032657,3.032013,3.028146,3.025246,3.026213,3.026857,3.028469,3.016224,3.019124,3.019447,3.021702,3.014936,3.013647,3.014291,3.014936,3.016869,1.967736,0.969835,0.520989,0.338293,0.261928,0.229062,0.212307,0.203285,0.201352,0.198452,0.197163,0.193619,0.192974,0.193619,0.193619,0.194908,0.193941,0.194263,0.192652,0.192974,70
38,0.191363,0.189752,0.191041,0.191363,0.191685,0.191685,0.192974,0.190719,0.189752,0.190719,0.190397,0.189108,0.191041,0.190719,0.191363,0.192008,0.191363,0.192652,0.191363,0.188463,1.692564,2.604111,2.892816,2.985936,3.023635,3.037168,3.044257,3.047157,3.037491,3.036846,3.039102,3.039746,3.029435,3.030724,3.031368,3.033302,3.023958,3.026213,3.024602,3.026857,3.02718,3.017191,3.017835,3.018802,3.021058,3.011713,3.010102,3.013647,3.013647,3.014936,2.218419,1.103232,0.575444,0.360204,0.272561,0.231962,0.213596,0.204252,0.199096,0.196519,0.195552,0.19523,0.19523,0.19523,0.192652,0.191041,0.192652,0.192008,0.196519,0.192652,70
39,0.190397,0.18943,0.188785,0.190074,0.19233,0.190397,0.191363,0.190719,0.191685,0.190397,0.193619,0.189108,0.189108,0.192974,0.191685,0.191041,0.190719,0.190719,0.190074,0.190397,1.367771,2.500036,2.851572,2.975625,3.021702,3.039102,3.038457,3.037168,3.036524,3.037491,3.038457,3.038779,3.027502,3.029757,3.029435,3.031046,3.031691,3.019769,3.023313,3.018158,3.021702,3.022024,3.021702,3.01268,3.014936,3.01268,3.013647,3.014613,3.016224,3.004302,2.345372,1.174764,0.605088,0.374059,0.278039,0.233896,0.214885,0.205863,0.200385,0.197163,0.195552,0.193619,0.19523,0.193941,0.192974,0.192974,0.191363,0.192008,0.189108,0.19813,70
