30,0.229707,0.229385,0.230673,0.229385,0.230029,0.22874,0.230029,0.228418,0.230029,0.230996,0.229062,0.229062,0.230029,0.228418,0.230996,0.229385,0.230029,0.229385,0.230029,0.229385,0.230996,1.718986,2.654377,2.925682,3.017835,3.042324,3.051346,3.057468,3.05779,3.046835,3.048446,3.050701,3.050379,3.050379,3.043935,3.041679,3.042646,3.047479,3.033624,3.036202,3.038135,3.038135,3.034591,3.030402,3.030402,3.032335,3.032335,3.025246,3.023635,3.026535,3.02718,2.219386,1.098077,0.587044,0.385981,0.303494,0.267728,0.250006,0.242595,0.238084,0.235184,0.234862,0.232929,0.233251,0.233251,0.232285,0.232607,0.230029,0.235507,0.230673,100
31,0.229385,0.229385,0.230029,0.229385,0.230029,0.229062,0.230351,0.229385,0.230029,0.226807,0.230029,0.229707,0.229707,0.229385,0.230351,0.230029,0.230029,0.229707,0.229707,0.230351,0.230351,1.826606,2.682409,2.933415,3.018802,3.048446,3.048768,3.052635,3.05199,3.053924,3.054246,3.054246,3.042968,3.042968,3.04329,3.044902,3.046513,3.034591,3.034913,3.037813,3.039746,3.040068,3.032335,3.029435,3.032013,3.032657,3.033624,3.023313,3.02428,3.025246,3.024924,2.023157,1.000124,0.548378,0.371804,0.298016,0.264184,0.249362,0.241951,0.238729,0.235829,0.235829,0.234862,0.233896,0.234862,0.234218,0.233573,0.233251,0.232607,0.23454,100
32,0.230673,0.230351,0.230351,0.230351,0.230351,0.230673,0.230029,0.230029,0.231318,0.230351,0.232929,0.230673,0.230351,0.230996,0.230351,0.229707,0.230029,0.230351,0.229707,0.230029,0.230029,1.652287,2.637944,2.923426,3.010102,3.042324,3.055212,3.059401,3.050057,3.05199,3.051668,3.052635,3.053279,3.05199,3.044257,3.042002,3.043613,3.043613,3.044579,3.03298,3.035557,3.035235,3.036846,3.038457,3.036524,3.029435,3.028469,3.03008,3.031691,3.022991,3.023635,2.050867,1.014945,0.5545,0.373737,0.298339,0.26515,0.250651,0.242273,0.238407,0.235184,0.235829,0.233896,0.232929,0.232285,0.232285,0.232285,0.231962,0.232285,0.232607,100
33,0.230673,0.229385,0.230029,0.230029,0.230351,0.230351,0.230673,0.230351,0.230673,0.230351,0.230996,0.229385,0.230996,0.229062,0.230673,0.230996,0.230351,0.230673,0.230673,0.230673,0.230351,1.696108,2.647932,2.921493,3.014613,3.047479,3.058435,3.052312,3.054568,3.052635,3.055535,3.055857,3.043935,3.04619,3.047157,3.047801,3.04909,3.037168,3.039746,3.038457,3.041357,3.040713,3.038457,3.034591,3.030402,3.031691,3.032335,3.032657,3.034268,3.022669,3.024924,2.024124,1.000124,0.549344,0.371804,0.297372,0.264828,0.24904,0.241629,0.238407,0.236151,0.235507,0.234862,0.233573,0.234218,0.233896,0.232929,0.233251,0.233573,0.232285,100
34,0.230996,0.230996,0.230029,0.230996,0.230351,0.230673,0.231318,0.232285,0.23164,0.231962,0.231318,0.231318,0.231962,0.230673,0.230351,0.231318,0.231318,0.231962,0.231318,0.230673,0.231962,1.617166,2.621511,2.915693,3.009458,3.045224,3.057468,3.061335,3.062623,3.052957,3.051668,3.051346,3.05199,3.051668,3.05199,3.044902,3.042968,3.040713,3.04329,3.043613,3.044257,3.032657,3.036846,3.036524,3.036846,3.037813,3.028469,3.027824,3.03008,3.030724,3.032013,2.201664,1.089377,0.585432,0.386626,0.303816,0.269017,0.250651,0.24324,0.238729,0.236473,0.236796,0.23454,0.23454,0.23454,0.233896,0.233896,0.234218,0.233251,0.234218,100
35,0.230996,0.231962,0.232285,0.231962,0.231962,0.23164,0.231318,0.231318,0.230673,0.230029,0.230673,0.229707,0.230996,0.231962,0.231318,0.230673,0.231318,0.230029,0.231962,0.231318,0.230996,1.799217,2.678221,2.936637,3.013647,3.045546,3.054246,3.059079,3.060368,3.060046,3.049735,3.050057,3.048768,3.049735,3.051668,3.05199,3.039102,3.041035,3.042646,3.042968,3.04329,3.032335,3.03588,3.03298,3.035235,3.036846,3.036846,3.026213,3.026857,3.028469,3.031046,1.999635,0.988202,0.545478,0.370837,0.29705,0.264506,0.249684,0.242918,0.23744,0.235507,0.234862,0.234862,0.234862,0.234218,0.23454,0.233251,0.233896,0.232607,0.233896,100
36,0.231318,0.230673,0.230996,0.229707,0.230996,0.230996,0.230673,0.230673,0.229385,0.229385,0.230996,0.230351,0.231962,0.233251,0.227774,0.232929,0.230351,0.230996,0.231962,0.231318,0.231962,1.588489,2.617966,2.912471,3.011713,3.04619,3.059723,3.06359,3.05199,3.055212,3.051668,3.052957,3.052635,3.052957,3.052312,3.042968,3.042646,3.041035,3.042968,3.043613,3.043935,3.036846,3.033946,3.03588,3.036846,3.035235,3.032335,3.028146,3.02718,3.025246,3.024602,2.439137,1.223419,0.639565,0.407247,0.312838,0.271917,0.25194,0.243884,0.239051,0.236151,0.235829,0.234862,0.233573,0.233251,0.233573,0.23164,0.230996,0.232285,0.23164,100
37,0.230673,0.230996,0.230673,0.230351,0.230996,0.231962,0.229062,0.231318,0.231962,0.230673,0.230351,0.231318,0.230996,0.229707,0.233251,0.228096,0.233573,0.230029,0.230996,0.23164,1.23663,2.522913,2.886694,3.004302,3.044257,3.048446,3.054568,3.054568,3.054246,3.054568,3.054246,3.053601,3.053601,3.044902,3.043613,3.041357,3.041357,3.042646,3.042002,3.042646,3.041679,3.032657,3.03298,3.030724,3.029757,3.03298,3.030724,3.031046,3.031046,3.030724,2.44397,1.226641,0.641176,0.407247,0.313483,0.271595,0.252906,0.243562,0.238729,0.237118,0.235829,0.234862,0.233573,0.232929,0.233573,0.232929,0.232607,0.232607,0.232607,0.232929,100
38,0.230673,0.230029,0.230996,0.230029,0.230673,0.229062,0.230673,0.230673,0.230673,0.230351,0.230351,0.230351,0.230029,0.230996,0.230673,0.229707,0.230996,0.230673,0.230029,0.230351,0.230673,1.582044,2.620222,2.909249,3.009136,3.041035,3.052957,3.058435,3.060046,3.058435,3.047479,3.048768,3.048768,3.049735,3.049735,3.049735,3.037813,3.041357,3.039102,3.039424,3.039424,3.040713,3.041357,3.031046,3.030724,3.029113,3.030724,3.032335,3.032657,3.032013,3.031368,2.327006,1.15962,0.612821,0.396937,0.307683,0.269017,0.251295,0.243884,0.239373,0.236151,0.235184,0.23454,0.234218,0.233251,0.232929,0.233251,0.233573,0.233573,0.233573,100
39,0.231318,0.230673,0.230029,0.230029,0.230996,0.230673,0.230351,0.230351,0.230673,0.231318,0.231962,0.230996,0.231318,0.230673,0.230673,0.230029,0.22874,0.234218,0.229707,0.230029,1.324916,2.546435,2.89346,3.00688,3.04619,3.052312,3.05489,3.058112,3.058757,3.05779,3.050701,3.048124,3.050057,3.050057,3.050701,3.039424,3.040391,3.039746,3.040391,3.040713,3.041679,3.029757,3.032013,3.031691,3.033946,3.033946,3.035235,3.020735,3.027502,3.023313,2.6025,1.320083,0.679197,0.423358,0.318638,0.274817,0.253229,0.243884,0.238407,0.236151,0.235507,0.234218,0.23454,0.232929,0.232285,0.232607,0.232929,0.232929,0.233573,0.231962,100
